brand,name,pack_qty,sale_price,regular_price,discount_pct,stock_qty,last_modified,url,change
Asylum,Asylum Signature Series Corona (6×46 / Box of 10),10,85.0,170.0,50.0,In stock,2026-09-08,https://www.hilandscigars.com/shop/cigars/asylum-signature-series-corona-6x46-box-of-10/,new
Asylum,Asylum Signature Series Robusto (5×50 / Box of 10),10,80.0,160.0,50.0,In stock,2026-09-08,https://www.hilandscigars.com/shop/cigars/asylum-signature-series-robusto-5x50-box-of-10/,new
