brand,name,pack_qty,sale_price,regular_price,discount_pct,stock_qty,last_modified,url,change
La Gloria Cubana Serie R Esteli,La Gloria Cubana Serie R Esteli No. 60 Maduro (6×60 / Box of 18),18,99.98,192.0,47.9,In stock,2026-09-22,https://www.hilandscigars.com/shop/cigars/la-gloria-cubana/la-gloria-cubana-serie-r-esteli/la-gloria-cubana-esteli-serie-r-maduro-6x60-box-of-18/,new
Tampa Trolley's,Tampa Trolley’s (7.25×52 / Bundle of 20),20,36.98,62.98,41.3,In stock,2026-09-22,https://www.hilandscigars.com/shop/cigars/j-c-newman/tampa-trolleys/tampa-trolley-s/,new
