brand,name,pack_qty,sale_price,regular_price,discount_pct,stock_qty,last_modified,url,change
J.C. Newman,Quorum Toro Sampler (6×50 / Pack of 6),6,40.98,72.0,43.1,In stock,2026-09-19,https://www.hilandscigars.com/shop/cigars/quorum-toro-sampler-6x50-pack-of-6/,new
Oliva,Oliva Serie O Maduro Double Toro (6×60 / Box of 10),10,51.25,128.0,60.0,In stock,2026-09-19,https://www.hilandscigars.com/shop/cigars/oliva-serie-o-double-toro-2/,new
