brand,name,pack_qty,sale_price,regular_price,discount_pct,stock_qty,last_modified,url,change
A.J. Fernandez,AJ Fernandez Summer Camp Sampler (Mixed Sizes / Pack of 20),20,79.98,200.0,60.0,In stock,2026-09-01,https://www.hilandscigars.com/shop/cigars/aj-fernandez-summer-camp-sampler-mixed-sizes-pack-of-20/,new
Cigar Samplers,Champagne Dreams Sampler (Mixed Sizes / Pack of 15),15,69.98,170.0,58.8,In stock,2026-09-01,https://www.hilandscigars.com/shop/cigars/champagne-dreams-sampler-mixed-sizes-pack-of-15/,new
